what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1415246785256
error,log,,,"Core exception while retrieving the content description",1415246785259
error,log,,,"Core exception while retrieving the content description",1415246785265
error,log,,,"Core exception while retrieving the content description",1415246785277
error,log,,,"Core exception while retrieving the content description",1415246785281
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1415246807155
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1415246807249
error,log,,,"Core exception while retrieving the content description",1415246807784
error,log,,,"Core exception while retrieving the content description",1415246807788
error,log,,,"Core exception while retrieving the content description",1415246807794
error,log,,,"Core exception while retrieving the content description",1415246807798
error,log,,,"Core exception while retrieving the content description",1415246807801
error,log,,,"Core exception while retrieving the content description",1415246807808
error,log,,,"Core exception while retrieving the content description",1415246807812
error,log,,,"Core exception while retrieving the content description",1415246807819
error,log,,,"Core exception while retrieving the content description",1415246807821
error,log,,,"Core exception while retrieving the content description",1415246807825
error,log,,,"Core exception while retrieving the content description",1415246808114
error,log,,,"Core exception while retrieving the content description",1415246808119
error,log,,,"Core exception while retrieving the content description",1415246808124
error,log,,,"Core exception while retrieving the content description",1415246808128
error,log,,,"Core exception while retrieving the content description",1415246808140
error,log,,,"Core exception while retrieving the content description",1415246808145
error,log,,,"Core exception while retrieving the content description",1415246808160
error,log,,,"Core exception while retrieving the content description",1415246808173
error,log,,,"Core exception while retrieving the content description",1415246808177
error,log,,,"Core exception while retrieving the content description",1415246808181
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415246871618
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1415246968784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415247161873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415247170171
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415247179277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415247189035
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1415247236612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415247237972
error,log,,,"Core exception while retrieving the content description",1415247239857
error,log,,,"Core exception while retrieving the content description",1415247239861
error,log,,,"Core exception while retrieving the content description",1415247239869
error,log,,,"Core exception while retrieving the content description",1415247239873
error,log,,,"Core exception while retrieving the content description",1415247239877
error,log,,,"Core exception while retrieving the content description",1415247239884
error,log,,,"Core exception while retrieving the content description",1415247239887
error,log,,,"Core exception while retrieving the content description",1415247239894
error,log,,,"Core exception while retrieving the content description",1415247239897
error,log,,,"Core exception while retrieving the content description",1415247239901
error,log,,,"Core exception while retrieving the content description",1415247239981
error,log,,,"Core exception while retrieving the content description",1415247239986
error,log,,,"Core exception while retrieving the content description",1415247239989
error,log,,,"Core exception while retrieving the content description",1415247239994
error,log,,,"Core exception while retrieving the content description",1415247239998
error,log,,,"Core exception while retrieving the content description",1415247240004
error,log,,,"Core exception while retrieving the content description",1415247240008
error,log,,,"Core exception while retrieving the content description",1415247240014
error,log,,,"Core exception while retrieving the content description",1415247240018
error,log,,,"Core exception while retrieving the content description",1415247240023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1415247247894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415247288878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415247314790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415247321644
error,log,,,"Core exception while retrieving the content description",1415247323569
error,log,,,"Core exception while retrieving the content description",1415247323572
error,log,,,"Core exception while retrieving the content description",1415247323580
error,log,,,"Core exception while retrieving the content description",1415247323583
error,log,,,"Core exception while retrieving the content description",1415247323587
error,log,,,"Core exception while retrieving the content description",1415247323595
error,log,,,"Core exception while retrieving the content description",1415247323598
error,log,,,"Core exception while retrieving the content description",1415247323606
error,log,,,"Core exception while retrieving the content description",1415247323610
error,log,,,"Core exception while retrieving the content description",1415247323614
error,log,,,"Core exception while retrieving the content description",1415247323711
error,log,,,"Core exception while retrieving the content description",1415247323715
error,log,,,"Core exception while retrieving the content description",1415247323719
error,log,,,"Core exception while retrieving the content description",1415247323723
error,log,,,"Core exception while retrieving the content description",1415247323727
error,log,,,"Core exception while retrieving the content description",1415247323732
error,log,,,"Core exception while retrieving the content description",1415247323736
error,log,,,"Core exception while retrieving the content description",1415247323741
error,log,,,"Core exception while retrieving the content description",1415247323744
error,log,,,"Core exception while retrieving the content description",1415247323748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415247328707
error,log,,,"Core exception while retrieving the content description",1415247330641
error,log,,,"Core exception while retrieving the content description",1415247330645
error,log,,,"Core exception while retrieving the content description",1415247330652
error,log,,,"Core exception while retrieving the content description",1415247330656
error,log,,,"Core exception while retrieving the content description",1415247330660
error,log,,,"Core exception while retrieving the content description",1415247330667
error,log,,,"Core exception while retrieving the content description",1415247330670
error,log,,,"Core exception while retrieving the content description",1415247330677
error,log,,,"Core exception while retrieving the content description",1415247330680
error,log,,,"Core exception while retrieving the content description",1415247330684
error,log,,,"Core exception while retrieving the content description",1415247330752
error,log,,,"Core exception while retrieving the content description",1415247330757
error,log,,,"Core exception while retrieving the content description",1415247330760
error,log,,,"Core exception while retrieving the content description",1415247330764
error,log,,,"Core exception while retrieving the content description",1415247330768
error,log,,,"Core exception while retrieving the content description",1415247330772
error,log,,,"Core exception while retrieving the content description",1415247330776
error,log,,,"Core exception while retrieving the content description",1415247330781
error,log,,,"Core exception while retrieving the content description",1415247330785
error,log,,,"Core exception while retrieving the content description",1415247330789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415247344219
error,log,,,"Core exception while retrieving the content description",1415247347945
error,log,,,"Core exception while retrieving the content description",1415247347950
error,log,,,"Core exception while retrieving the content description",1415247347957
error,log,,,"Core exception while retrieving the content description",1415247347961
error,log,,,"Core exception while retrieving the content description",1415247347965
error,log,,,"Core exception while retrieving the content description",1415247347975
error,log,,,"Core exception while retrieving the content description",1415247347979
